href,ticker,fair_value
/stocks/us/automobiles/nasdaq-tsla/tesla,TSLA, ($169.12)
/stocks/us/automobiles/nyse-f/ford-motor,F, ($38.05)
/stocks/us/automobiles/nyse-gm/general-motors,GM, ($62.65)
/stocks/us/automobiles/nyse-race/ferrari,RACE, ($63.33)
/stocks/us/automobiles/nasdaq-rivn/rivian-automotive,RIVN,
/stocks/us/automobiles/nyse-aptv/aptiv,APTV, ($135.36)
/stocks/us/automobiles/nasdaq-lcid/lucid-group,LCID,
/stocks/us/automobiles/nyse-nio/nio,NIO, ($40.82)
/stocks/us/automobiles/nasdaq-li/li-auto,LI, ($56.87)
/stocks/us/automobiles/nasdaq-psny/polestar-automotive-holding-uk,PSNY,
/stocks/us/automobiles/nyse-bwa/borgwarner,BWA, ($130.09)
/stocks/us/automobiles/nyse-lea/lear,LEA, ($189.39)
/stocks/us/automobiles/nyse-alv/autoliv,ALV, ($174.12)
/stocks/us/automobiles/nyse-hog/harley-davidson,HOG, ($15.29)
/stocks/us/automobiles/nasdaq-gntx/gentex,GNTX, ($42.95)
/stocks/us/automobiles/nyse-xpev/xpeng,XPEV, ($49.05)
/stocks/us/automobiles/nyse-tho/thor-industries,THO, ($79.28)
/stocks/us/automobiles/nasdaq-foxf/fox-factory-holding,FOXF, ($83.65)
/stocks/us/automobiles/nasdaq-vc/visteon,VC, ($136.13)
/stocks/us/automobiles/nyse-adnt/adient,ADNT, ($69.45)
/stocks/us/automobiles/nyse-qs/quantumscape,QS,
/stocks/us/automobiles/nasdaq-gt/goodyear-tire-rubber,GT, ($21.32)
/stocks/us/automobiles/nasdaq-lazr/luminar-technologies,LAZR, ($31.33)
/stocks/us/automobiles/nasdaq-dorm/dorman-products,DORM, ($1.91)
/stocks/us/automobiles/nyse-dan/dana,DAN, ($32.95)
/stocks/us/automobiles/nasdaq-thrm/gentherm,THRM, ($73.32)
/stocks/us/automobiles/nyse-fsr/fisker,FSR,
/stocks/us/automobiles/nyse-wgo/winnebago-industries,WGO, ($74.51)
/stocks/us/automobiles/nasdaq-xpel/xpel,XPEL, ($37.8)
/stocks/us/automobiles/nyse-ten/tenneco,TEN, ($48.09)
/stocks/us/automobiles/nyse-lvwr/livewire-group,LVWR,
/stocks/us/automobiles/nasdaq-patk/patrick-industries,PATK, ($114.22)
/stocks/us/automobiles/nyse-mod/modine-manufacturing,MOD, ($40.62)
/stocks/us/automobiles/nyse-axl/american-axle-manufacturing-holdings,AXL, ($23.68)
/stocks/us/automobiles/nasdaq-sldp/solid-power,SLDP,
/stocks/us/automobiles/nyse-smp/standard-motor-products,SMP, ($49.75)
/stocks/us/automobiles/nasdaq-ggr/gogoro,GGR,
/stocks/us/automobiles/nyse-sri/stoneridge,SRI,
/stocks/us/automobiles/nasdaq-gtx/garrett-motion,GTX, ($147.71)
/stocks/us/automobiles/nasdaq-wkhs/workhorse-group,WKHS,
/stocks/us/automobiles/nasdaq-ride/lordstown-motors,RIDE,
/stocks/us/automobiles/nasdaq-goev/canoo,GOEV, ($6.28)
/stocks/us/automobiles/nasdaq-mpaa/motorcar-parts-of-america,MPAA, ($2.65)
/stocks/us/automobiles/nyse-hlly/holley,HLLY, ($3.5)
/stocks/us/automobiles/nasdaq-ffie/faraday-future-intelligent-electric,FFIE,
/stocks/us/automobiles/nasdaq-kndi/kandi-technologies-group,KNDI, ($11.14)
/stocks/us/automobiles/nasdaq-arvl/arrival,ARVL,
/stocks/us/automobiles/nasdaq-cenn/cenntro-electric-group,CENN,
/stocks/us/automobiles/nasdaq-niu/niu-technologies,NIU,
/stocks/us/automobiles/nasdaq-muln/mullen-automotive,MULN,
/stocks/us/automobiles/nasdaq-solo/electrameccanica-vehicles,SOLO,
/stocks/us/automobiles/nasdaq-ree/ree-automotive,REE,
/stocks/us/automobiles/nyse-cps/cooper-standard-holdings,CPS,
/stocks/us/automobiles/nyse-xl/xl-fleet,XL,
/stocks/us/automobiles/nasdaq-caas/china-automotive-systems,CAAS,
/stocks/us/automobiles/nasdaq-strt/strattec-security,STRT,
/stocks/us/automobiles/nyse-sup/superior-industries-international,SUP,
/stocks/us/automobiles/nasdaq-sev/sono-group,SEV,
/stocks/us/automobiles/nasdaq-amv/atlis-motor-vehicles,AMV,
/stocks/us/automobiles/nasdaq-sypr/sypris-solutions,SYPR,
/stocks/us/automobiles/nasdaq-elms/electric-last-mile-solutions,ELMS,
/stocks/us/automobiles/nasdaq-evtv/envirotech-vehicles,EVTV,
/stocks/us/automobiles/nasdaq-pev/phoenix-motor,PEV,
/stocks/us/automobiles/nasdaq-vlcn/volcon,VLCN,
/stocks/us/automobiles/nasdaq-wksp/worksport,WKSP,
/stocks/us/automobiles/nasdaq-fuv/arcimoto,FUV,
/stocks/us/automobiles/nasdaq-ayro/ayro,AYRO,
/stocks/us/automobiles/nyse-hzn/horizon-global,HZN,
/stocks/us/automobiles/nysemkt-ufab/unique-fabricating,UFAB,
