href,ticker,fair_value
/stocks/us/real-estate/nyse-pld/prologis,PLD, ($162.02)
/stocks/us/real-estate/nyse-amt/american-tower,AMT, ($320.27)
/stocks/us/real-estate/nasdaq-eqix/equinix,EQIX, ($1055.08)
/stocks/us/real-estate/nyse-cci/crown-castle,CCI, ($165.81)
/stocks/us/real-estate/nyse-psa/public-storage,PSA, ($461.42)
/stocks/us/real-estate/nyse-spg/simon-property-group,SPG, ($233.72)
/stocks/us/real-estate/nyse-o/realty-income,O, ($124.42)
/stocks/us/real-estate/nyse-well/welltower,WELL, ($92.13)
/stocks/us/real-estate/nyse-dlr/digital-realty-trust,DLR, ($187.33)
/stocks/us/real-estate/nasdaq-sbac/sba-communications,SBAC, ($315.36)
/stocks/us/real-estate/nyse-vici/vici-properties,VICI, ($62.71)
/stocks/us/real-estate/nyse-are/alexandria-real-estate-equities,ARE, ($181.53)
/stocks/us/real-estate/nyse-eqr/equity-residential,EQR, ($81.09)
/stocks/us/real-estate/nyse-cbre/cbre-group,CBRE, ($158.22)
/stocks/us/real-estate/nyse-wy/weyerhaeuser,WY, ($113.47)
/stocks/us/real-estate/nyse-avb/avalonbay-communities,AVB, ($273.83)
/stocks/us/real-estate/nyse-exr/extra-space-storage,EXR, ($222.12)
/stocks/us/real-estate/nyse-invh/invitation-homes,INVH, ($36.93)
/stocks/us/real-estate/nyse-maa/mid-america-apartment-communities,MAA, ($222.18)
/stocks/us/real-estate/nyse-vtr/ventas,VTR, ($59.68)
/stocks/us/real-estate/nyse-sui/sun-communities,SUI, ($173.3)
/stocks/us/real-estate/nyse-beke/ke-holdings,BEKE, ($8.93)
/stocks/us/real-estate/nyse-wpc/w-p-carey,WPC, ($149)
/stocks/us/real-estate/nyse-irm/iron-mountain,IRM, ($116.39)
/stocks/us/real-estate/nyse-udr/udr,UDR, ($61.14)
/stocks/us/real-estate/nyse-kim/kimco-realty,KIM, ($29.63)
/stocks/us/real-estate/nyse-peak/healthpeak-properties,PEAK, ($33.79)
/stocks/us/real-estate/nasdaq-glpi/gaming-and-leisure-properties,GLPI, ($88.66)
/stocks/us/real-estate/nasdaq-hst/host-hotels-resorts,HST, ($71.12)
/stocks/us/real-estate/nyse-bxp/boston-properties,BXP, ($95.4)
/stocks/us/real-estate/nyse-amh/american-homes-4-rent,AMH, ($43.62)
/stocks/us/real-estate/nyse-els/equity-lifestyle-properties,ELS, ($57.67)
/stocks/us/real-estate/nyse-cpt/camden-property-trust,CPT, ($170.12)
/stocks/us/real-estate/nasdaq-reg/regency-centers,REG, ($95.82)
/stocks/us/real-estate/nyse-rexr/rexford-industrial-realty,REXR, ($79.93)
/stocks/us/real-estate/nasdaq-lamr/lamar-advertising,LAMR, ($196.57)
/stocks/us/real-estate/nyse-cube/cubesmart,CUBE, ($66.21)
/stocks/us/real-estate/nyse-lsi/life-storage,LSI, ($185.97)
/stocks/us/real-estate/nyse-acc/american-campus-communities,ACC, ($79.99)
/stocks/us/real-estate/nyse-stor/store-capital,STOR, ($73.75)
/stocks/us/real-estate/nyse-frt/federal-realty-investment-trust,FRT, ($141.98)
/stocks/us/real-estate/nasdaq-zg/zillow-group,ZG, ($37.52)
/stocks/us/real-estate/nyse-nnn/national-retail-properties,NNN, ($79.47)
/stocks/us/real-estate/nyse-cold/americold-realty-trust,COLD, ($50.05)
/stocks/us/real-estate/nyse-hr/healthcare-realty-trust,HR, ($46.67)
/stocks/us/real-estate/nyse-ohi/omega-healthcare-investors,OHI, ($64.64)
/stocks/us/real-estate/nyse-jll/jones-lang-lasalle,JLL, ($419.54)
/stocks/us/real-estate/nyse-mpw/medical-properties-trust,MPW, ($28.62)
/stocks/us/real-estate/nyse-egp/eastgroup-properties,EGP, ($203.65)
/stocks/us/real-estate/nyse-fr/first-industrial-realty-trust,FR, ($70.09)
/stocks/us/real-estate/nyse-brx/brixmor-property-group,BRX, ($40.78)
/stocks/us/real-estate/nyse-psb/ps-business-parks,PSB, ($226.67)
/stocks/us/real-estate/nyse-adc/agree-realty,ADC, ($183.32)
/stocks/us/real-estate/nyse-stag/stag-industrial,STAG, ($49.77)
/stocks/us/real-estate/nyse-airc/apartment-income-reit,AIRC, ($48.27)
/stocks/us/real-estate/nyse-src/spirit-realty-capital,SRC, ($124.53)
/stocks/us/real-estate/nyse-ryn/rayonier,RYN, ($44.71)
/stocks/us/real-estate/nyse-krc/kilroy-realty,KRC, ($73.06)
/stocks/us/real-estate/nyse-vno/vornado-realty-trust,VNO, ($51.05)
/stocks/us/real-estate/nyse-nsa/national-storage-affiliates-trust,NSA, ($80.37)
/stocks/us/real-estate/nyse-rhp/ryman-hospitality-properties,RHP, ($259.99)
/stocks/us/real-estate/nyse-krg/kite-realty-group-trust,KRG, ($41.77)
/stocks/us/real-estate/nyse-trno/terreno-realty,TRNO, ($60.28)
/stocks/us/real-estate/nyse-irt/independence-realty-trust,IRT, ($29.01)
/stocks/us/real-estate/nasdaq-pch/potlatchdeltic,PCH, ($157.37)
/stocks/us/real-estate/nyse-cuz/cousins-properties,CUZ, ($53.71)
/stocks/us/real-estate/nyse-aple/apple-hospitality-reit,APLE, ($53.45)
/stocks/us/real-estate/nasdaq-peco/phillips-edison,PECO, ($52.08)
/stocks/us/real-estate/nyse-doc/physicians-realty-trust,DOC, ($23.83)
/stocks/us/real-estate/nyse-dei/douglas-emmett,DEI, ($27.43)
/stocks/us/real-estate/nyse-hhc/howard-hughes,HHC, ($91.67)
/stocks/us/real-estate/nyse-bnl/broadstone-net-lease,BNL, ($46.14)
/stocks/us/real-estate/nyse-hiw/highwoods-properties,HIW, ($50.86)
/stocks/us/real-estate/nyse-iipr/innovative-industrial-properties,IIPR, ($237.67)
/stocks/us/real-estate/nyse-eprt/essential-properties-realty-trust,EPRT, ($67.77)
/stocks/us/real-estate/nyse-ofc/corporate-office-properties-trust,OFC, ($43.03)
/stocks/us/real-estate/nasdaq-sbra/sabra-health-care-reit,SBRA, ($33.17)
/stocks/us/real-estate/nyse-epr/epr-properties,EPR, ($113.82)
/stocks/us/real-estate/nyse-lxp/lxp-industrial-trust,LXP, ($10.85)
/stocks/us/real-estate/nyse-out/outfront-media,OUT, ($47.74)
/stocks/us/real-estate/nyse-eqc/equity-commonwealth,EQC, ($6.67)
/stocks/us/real-estate/nyse-mac/macerich,MAC, ($18.22)
/stocks/us/real-estate/nyse-sitc/site-centers,SITC, ($27.19)
/stocks/us/real-estate/nyse-pk/park-hotels-resorts,PK, ($75.96)
/stocks/us/real-estate/nyse-slg/sl-green-realty,SLG, ($66.11)
/stocks/us/real-estate/nyse-cwk/cushman-wakefield,CWK, ($18.62)
/stocks/us/real-estate/nyse-jbgs/jbg-smith-properties,JBGS, ($12.99)
/stocks/us/real-estate/nyse-nhi/national-health-investors,NHI, ($126.21)
/stocks/us/real-estate/nyse-kw/kennedy-wilson-holdings,KW, ($12.38)
/stocks/us/real-estate/nyse-fcpt/four-corners-property-trust,FCPT, ($46.25)
/stocks/us/real-estate/nyse-dbrg/digitalbridge-group,DBRG, ($32.49)
/stocks/us/real-estate/nyse-sho/sunstone-hotel-investors,SHO, ($46.05)
/stocks/us/real-estate/nyse-aat/american-assets-trust,AAT, ($36.82)
/stocks/us/real-estate/nyse-joe/st-joe,JOE, ($18.51)
/stocks/us/real-estate/nyse-skt/tanger-factory-outlet-centers,SKT, ($35)
/stocks/us/real-estate/nyse-peb/pebblebrook-hotel-trust,PEB, ($88.5)
/stocks/us/real-estate/nasdaq-roic/retail-opportunity-investments,ROIC, ($18.58)
/stocks/us/real-estate/nyse-safe/safehold,SAFE, ($43.54)
/stocks/us/real-estate/nyse-esrt/empire-state-realty-trust,ESRT, ($8.06)
/stocks/us/real-estate/nyse-ctre/caretrust-reit,CTRE, ($40.86)
/stocks/us/real-estate/nasdaq-expi/exp-world-holdings,EXPI, ($90.61)
/stocks/us/real-estate/nyse-rlj/rlj-lodging-trust,RLJ, ($64.95)
/stocks/us/real-estate/nyse-we/wework,WE, ($11.97)
/stocks/us/real-estate/nyse-drh/diamondrock-hospitality,DRH, ($36.17)
/stocks/us/real-estate/nyse-ue/urban-edge-properties,UE, ($36.9)
