href,ticker,fair_value
/stocks/us/household/nyse-pg/procter-gamble,PG, ($178.7)
/stocks/us/household/nyse-el/estee-lauder-companies,EL, ($216.87)
/stocks/us/household/nyse-cl/colgate-palmolive,CL, ($116.97)
/stocks/us/household/nyse-kmb/kimberly-clark,KMB, ($164.56)
/stocks/us/household/nyse-chd/church-dwight,CHD, ($98.18)
/stocks/us/household/nyse-clx/clorox,CLX, ($201.85)
/stocks/us/household/nyse-coty/coty,COTY, ($13.44)
/stocks/us/household/nasdaq-reyn/reynolds-consumer-products,REYN, ($33.56)
/stocks/us/household/nasdaq-olpx/olaplex-holdings,OLPX, ($13.5)
/stocks/us/household/nyse-brbr/bellring-brands,BRBR, ($22.77)
/stocks/us/household/nasdaq-ipar/inter-parfums,IPAR, ($37.64)
/stocks/us/household/nyse-elf/elf-beauty,ELF, ($40.07)
/stocks/us/household/nasdaq-wdfc/wd-40,WDFC, ($76.02)
/stocks/us/household/nasdaq-cent/central-garden-pet,CENT, ($55.34)
/stocks/us/household/nyse-enr/energizer-holdings,ENR, ($126.98)
/stocks/us/household/nyse-spb/spectrum-brands-holdings,SPB, ($181.32)
/stocks/us/household/nyse-epc/edgewell-personal-care,EPC, ($45.33)
/stocks/us/household/nyse-nus/nu-skin-enterprises,NUS, ($117.23)
/stocks/us/household/nyse-hlf/herbalife-nutrition,HLF, ($33.11)
/stocks/us/household/nasdaq-skin/beauty-health,SKIN, ($14.18)
/stocks/us/household/nyse-med/medifast,MED, ($136.22)
/stocks/us/household/nasdaq-wald/waldencast,WALD, ($8.88)
/stocks/us/household/nyse-usna/usana-health-sciences,USNA, ($74.09)
/stocks/us/household/nyse-ysg/yatsen-holding,YSG, ($2.58)
/stocks/us/household/nasdaq-veru/veru,VERU, ($23.12)
/stocks/us/household/nasdaq-hnst/honest,HNST, ($9.43)
/stocks/us/household/nyse-odc/oil-dri-corporation-of-america,ODC, ($27.29)
/stocks/us/household/nasdaq-thrn/thorne-healthtech,THRN,
/stocks/us/household/nasdaq-natr/natures-sunshine-products,NATR, ($28.58)
/stocks/us/household/nasdaq-obci/ocean-bio-chem,OBCI, ($4.72)
/stocks/us/household/nasdaq-upxi/upexi,UPXI,
/stocks/us/household/nasdaq-lfmd/lifemd,LFMD,
/stocks/us/household/nasdaq-nhtc/natural-health-trends,NHTC, ($5.58)
/stocks/us/household/nasdaq-ug/united-guardian,UG, ($14.4)
/stocks/us/household/nasdaq-lfvn/lifevantage,LFVN, ($1.91)
/stocks/us/household/nasdaq-naii/natural-alternatives-international,NAII,
/stocks/us/household/nasdaq-flgc/flora-growth,FLGC, ($3.33)
/stocks/us/household/nasdaq-mtex/mannatech,MTEX, ($15.06)
/stocks/us/household/nasdaq-jupw/jupiter-wellness,JUPW, ($41.65)
/stocks/us/household/nasdaq-zivo/zivo-bioscience,ZIVO,
/stocks/us/household/nasdaq-sumr/summer-infant,SUMR,
/stocks/us/household/nasdaq-sisi/shineco,SISI,
/stocks/us/household/nasdaq-smfl/smart-for-life,SMFL,
/stocks/us/household/nasdaq-nept/neptune-wellness-solutions,NEPT,
/stocks/us/household/nasdaq-ghsi/guardion-health-sciences,GHSI,
/stocks/us/household/nasdaq-happ/happiness-development-group,HAPP,
/stocks/us/household/nasdaq-cyan/cyanotech,CYAN, ($4.8)
/stocks/us/household/nasdaq-brsh/bruush-oral-care,BRSH, ($22.48)
