href,ticker,fair_value
/stocks/us/materials/nyse-lin/linde,LIN, ($215.29)
/stocks/us/materials/nyse-apd/air-products-and-chemicals,APD, ($891.77)
/stocks/us/materials/nyse-shw/sherwin-williams,SHW, ($236.52)
/stocks/us/materials/nyse-fcx/freeport-mcmoran,FCX, ($108.17)
/stocks/us/materials/nyse-scco/southern-copper,SCCO, ($78.12)
/stocks/us/materials/nyse-ctva/corteva,CTVA, ($94.39)
/stocks/us/materials/nyse-ecl/ecolab,ECL, ($176.26)
/stocks/us/materials/nyse-alb/albemarle,ALB, ($325.85)
/stocks/us/materials/nyse-dow/dow,DOW, ($71.66)
/stocks/us/materials/nyse-nem/newmont,NEM, ($101.56)
/stocks/us/materials/nyse-nue/nucor,NUE, ($67.81)
/stocks/us/materials/nyse-dd/dupont-de-nemours,DD, ($60.09)
/stocks/us/materials/nyse-sqm/sociedad-quimica-y-minera-de-chile,SQM, ($207.55)
/stocks/us/materials/nyse-ppg/ppg-industries,PPG, ($174.25)
/stocks/us/materials/nyse-lyb/lyondellbasell-industries,LYB, ($108.83)
/stocks/us/materials/nyse-iff/international-flavors-fragrances,IFF, ($149.67)
/stocks/us/materials/nyse-vmc/vulcan-materials,VMC, ($203.46)
/stocks/us/materials/nyse-mlm/martin-marietta-materials,MLM, ($445.12)
/stocks/us/materials/nyse-aem/agnico-eagle-mines,AEM, ($46.14)
/stocks/us/materials/nyse-cf/cf-industries-holdings,CF, ($144.57)
/stocks/us/materials/nyse-mos/mosaic,MOS, ($47.21)
/stocks/us/materials/nyse-ball/ball,BALL, ($97.29)
/stocks/us/materials/nyse-amcr/amcor,AMCR, ($18.75)
/stocks/us/materials/nasdaq-stld/steel-dynamics,STLD, ($50.14)
/stocks/us/materials/nyse-fmc/fmc,FMC, ($181.75)
/stocks/us/materials/nyse-avy/avery-dennison,AVY, ($343.23)
/stocks/us/materials/nyse-wlk/westlake,WLK, ($209.09)
/stocks/us/materials/nyse-ip/international-paper,IP, ($82.59)
/stocks/us/materials/nyse-rpm/rpm-international,RPM, ($137.63)
/stocks/us/materials/nyse-ce/celanese,CE, ($234.4)
/stocks/us/materials/nyse-pkg/packaging-corporation-of-america,PKG, ($259.44)
/stocks/us/materials/nyse-rs/reliance-steel-aluminum,RS, ($294.51)
/stocks/us/materials/nyse-emn/eastman-chemical,EMN, ($122.2)
/stocks/us/materials/nyse-wrk/westrock,WRK, ($97.32)
/stocks/us/materials/nyse-cck/crown-holdings,CCK, ($276.8)
/stocks/us/materials/nyse-aa/alcoa,AA, ($187.73)
/stocks/us/materials/nyse-oln/olin,OLN, ($269.4)
/stocks/us/materials/nyse-clf/cleveland-cliffs,CLF, ($40.42)
/stocks/us/materials/nyse-see/sealed-air,SEE, ($110.95)
/stocks/us/materials/nasdaq-rgld/royal-gold,RGLD, ($94.38)
/stocks/us/materials/nyse-atr/aptargroup,ATR, ($85.65)
/stocks/us/materials/nyse-gpk/graphic-packaging-holding,GPK, ($46.91)
/stocks/us/materials/nyse-bery/berry-global-group,BERY, ($123.32)
/stocks/us/materials/nyse-tx/ternium,TX, ($70.5)
/stocks/us/materials/nyse-mp/mp-materials,MP, ($40.76)
/stocks/us/materials/nyse-lthm/livent,LTHM, ($211.67)
/stocks/us/materials/nyse-axta/axalta-coating-systems,AXTA, ($42.98)
/stocks/us/materials/nyse-ash/ashland,ASH, ($182.79)
/stocks/us/materials/nyse-cmc/commercial-metals,CMC, ($9.84)
/stocks/us/materials/nyse-vvv/valvoline,VVV, ($20.38)
/stocks/us/materials/nyse-slgn/silgan-holdings,SLGN, ($104.07)
/stocks/us/materials/nyse-hun/huntsman,HUN, ($28.92)
/stocks/us/materials/nyse-x/united-states-steel,X, ($3.08)
/stocks/us/materials/nyse-cc/chemours,CC, ($86.19)
/stocks/us/materials/nyse-exp/eagle-materials,EXP, ($285.71)
/stocks/us/materials/nysemkt-sim/grupo-simec-de,SIM, ($18.58)
/stocks/us/materials/nasdaq-bcpc/balchem,BCPC, ($109.75)
/stocks/us/materials/nyse-esi/element-solutions,ESI, ($28.72)
/stocks/us/materials/nyse-atc/atotech,ATC, ($25.84)
/stocks/us/materials/nyse-dna/ginkgo-bioworks-holdings,DNA, ($4.98)
/stocks/us/materials/nyse-lpx/louisiana-pacific,LPX, ($9.98)
/stocks/us/materials/nyse-cbt/cabot,CBT, ($194.4)
/stocks/us/materials/nyse-ful/hb-fuller,FUL, ($78.54)
/stocks/us/materials/nyse-ati/ati,ATI, ($87.14)
/stocks/us/materials/nasdaq-sgml/sigma-lithium,SGML,
/stocks/us/materials/nyse-kwr/quaker-chemical,KWR, ($161.88)
/stocks/us/materials/nyse-sum/summit-materials,SUM, ($56.19)
/stocks/us/materials/nyse-gef/greif,GEF, ($207.65)
/stocks/us/materials/nyse-smg/scotts-miracle-gro,SMG, ($51.71)
/stocks/us/materials/nyse-sxt/sensient-technologies,SXT, ($105.2)
/stocks/us/materials/nyse-neu/newmarket,NEU, ($154.53)
/stocks/us/materials/nyse-hl/hecla-mining,HL, ($1.14)
/stocks/us/materials/nyse-avnt/avient,AVNT, ($71.59)
/stocks/us/materials/nyse-ngvt/ingevity,NGVT, ($214.91)
/stocks/us/materials/nyse-wor/worthington-industries,WOR, ($106.12)
/stocks/us/materials/nyse-ambp/ardagh-metal-packaging,AMBP, ($63.67)
/stocks/us/materials/nasdaq-iosp/innospec,IOSP, ($142.66)
/stocks/us/materials/nyse-oi/o-i-glass,OI, ($28.68)
/stocks/us/materials/nyse-amr/alpha-metallurgical-resources,AMR, ($208.09)
/stocks/us/materials/nyse-scl/stepan,SCL, ($157.8)
/stocks/us/materials/nyse-gcp/gcp-applied-technologies,GCP,
/stocks/us/materials/nyse-arnc/arconic,ARNC, ($71.99)
/stocks/us/materials/nyse-trox/tronox-holdings,TROX, ($24.12)
/stocks/us/materials/nasdaq-ptve/pactiv-evergreen,PTVE, ($11.17)
/stocks/us/materials/nyse-bvn/compania-de-minas-buenaventuraa,BVN, ($39.68)
/stocks/us/materials/nyse-crs/carpenter-technology,CRS, ($80.66)
/stocks/us/materials/nyse-slvm/sylvamo,SLVM, ($39.6)
/stocks/us/materials/nasdaq-dsey/diversey-holdings,DSEY, ($7.87)
/stocks/us/materials/nyse-hcc/warrior-met-coal,HCC, ($12.02)
/stocks/us/materials/nyse-mtx/minerals-technologies,MTX, ($144.88)
/stocks/us/materials/nyse-cmp/compass-minerals-international,CMP, ($6.91)
/stocks/us/materials/nyse-cstm/constellium,CSTM, ($22.45)
/stocks/us/materials/nyse-mtrn/materion,MTRN, ($136.93)
/stocks/us/materials/nyse-rfp/resolute-forest-products,RFP, ($14.47)
/stocks/us/materials/nyse-prm/perimeter-solutions,PRM,
/stocks/us/materials/nasdaq-kalu/kaiser-aluminum,KALU, ($40.68)
/stocks/us/materials/nyse-ecvt/ecovyst,ECVT, ($24.38)
/stocks/us/materials/nyse-matv/mativ-holdings,MATV, ($85.27)
/stocks/us/materials/nyse-kro/kronos-worldwide,KRO, ($10.72)
/stocks/us/materials/nyse-oec/orion-engineered-carbons,OEC, ($12.4)
/stocks/us/materials/nasdaq-pct/purecycle-technologies,PCT,
/stocks/us/materials/nasdaq-trs/trimas,TRS, ($26.89)
/stocks/us/materials/nasdaq-gsm/ferroglobe,GSM, ($16.05)
/stocks/us/materials/nysemkt-ie/ivanhoe-electric,IE,
/stocks/us/materials/nyse-lxu/lsb-industries,LXU, ($74.11)
/stocks/us/materials/nyse-cde/coeur-mining,CDE, ($30.98)
/stocks/us/materials/nyse-asix/advansix,ASIX, ($117.28)
/stocks/us/materials/nyse-ryi/ryerson-holding,RYI, ($21.25)
/stocks/us/materials/nasdaq-merc/mercer-international,MERC, ($21.42)
/stocks/us/materials/nyse-tse/trinseo,TSE, ($110.7)
/stocks/us/materials/nasdaq-biox/bioceres-crop-solutions,BIOX, ($6.31)
/stocks/us/materials/nasdaq-hwkn/hawkins,HWKN, ($10.3)
/stocks/us/materials/nysemkt-ccf/chase,CCF, ($82.77)
/stocks/us/materials/nyse-tmst/timkensteel,TMST, ($10.35)
/stocks/us/materials/nasdaq-schn/schnitzer-steel-industries,SCHN, ($11.53)
/stocks/us/materials/nasdaq-orgn/origin-materials,ORGN,
/stocks/us/materials/nyse-mye/myers-industries,MYE, ($54.81)
/stocks/us/materials/nasdaq-uslm/united-states-lime-minerals,USLM, ($90.76)
/stocks/us/materials/nasdaq-cenx/century-aluminum,CENX, ($64.04)
/stocks/us/materials/nyse-loma/loma-negra-compania-industrial-argentina-sociedad-anonima,LOMA, ($16.16)
/stocks/us/materials/nyse-sxc/suncoke-energy,SXC, ($10.89)
/stocks/us/materials/nasdaq-hayn/haynes-international,HAYN, ($87.41)
/stocks/us/materials/nasdaq-astl/algoma-steel-group,ASTL, ($5.94)
/stocks/us/materials/nyse-avd/american-vanguard,AVD, ($10.59)
/stocks/us/materials/nyse-vhi/valhi,VHI, ($105.52)
/stocks/us/materials/nyse-clw/clearwater-paper,CLW, ($35.48)
/stocks/us/materials/nyse-nexa/nexa-resources,NEXA, ($5.87)
/stocks/us/materials/nasdaq-amrs/amyris,AMRS,
/stocks/us/materials/nyse-kop/koppers-holdings,KOP, ($3.7)
/stocks/us/materials/nyse-drd/drdgold,DRD, ($3.14)
/stocks/us/materials/nyse-aspn/aspen-aerogels,ASPN,
