href,ticker,fair_value
/stocks/us/utilities/nyse-nee/nextera-energy,NEE, ($38.19)
/stocks/us/utilities/nyse-duk/duke-energy,DUK, ($77.49)
/stocks/us/utilities/nyse-so/southern,SO, ($121.78)
/stocks/us/utilities/nyse-d/dominion-energy,D, ($112.71)
/stocks/us/utilities/nyse-sre/sempra,SRE, ($123.59)
/stocks/us/utilities/nasdaq-aep/american-electric-power,AEP, ($83.94)
/stocks/us/utilities/nasdaq-exc/exelon,EXC, ($37.07)
/stocks/us/utilities/nasdaq-xel/xcel-energy,XEL, ($265.05)
/stocks/us/utilities/nyse-ed/consolidated-edison,ED, ($81.02)
/stocks/us/utilities/nasdaq-ceg/constellation-energy,CEG, ($359.42)
/stocks/us/utilities/nyse-wec/wec-energy-group,WEC, ($63.13)
/stocks/us/utilities/nyse-pcg/pge,PCG, ($4.29)
/stocks/us/utilities/nyse-peg/public-service-enterprise-group,PEG, ($63.53)
/stocks/us/utilities/nyse-es/eversource-energy,ES, ($184.2)
/stocks/us/utilities/nyse-awk/american-water-works,AWK, ($71.98)
/stocks/us/utilities/nyse-eix/edison-international,EIX, ($103.76)
/stocks/us/utilities/nyse-etr/entergy,ETR, ($108.69)
/stocks/us/utilities/nyse-dte/dte-energy,DTE, ($97.18)
/stocks/us/utilities/nyse-fe/firstenergy,FE, ($23.83)
/stocks/us/utilities/nyse-aee/ameren,AEE, ($62.92)
/stocks/us/utilities/nyse-ppl/ppl,PPL, ($27.34)
/stocks/us/utilities/nyse-aes/aes,AES, ($34.56)
/stocks/us/utilities/nyse-cnp/centerpoint-energy,CNP, ($18.64)
/stocks/us/utilities/nyse-cms/cms-energy,CMS, ($49.88)
/stocks/us/utilities/nyse-agr/avangrid,AGR, ($33.17)
/stocks/us/utilities/nyse-ato/atmos-energy,ATO, ($80.21)
/stocks/us/utilities/nyse-evrg/evergy,EVRG, ($61.98)
/stocks/us/utilities/nasdaq-lnt/alliant-energy,LNT, ($46.04)
/stocks/us/utilities/nyse-wtrg/essential-utilities,WTRG, ($30.49)
/stocks/us/utilities/nyse-ni/nisource,NI, ($79.08)
/stocks/us/utilities/nyse-nrg/nrg-energy,NRG, ($112.13)
/stocks/us/utilities/nyse-vst/vistra,VST, ($107.54)
/stocks/us/utilities/nyse-pnw/pinnacle-west-capital,PNW, ($205.45)
/stocks/us/utilities/nyse-ugi/ugi,UGI, ($36.1)
/stocks/us/utilities/nyse-oge/oge-energy,OGE, ($63.14)
/stocks/us/utilities/nyse-cwen.a/clearway-energy,CWEN.A, ($57.3)
/stocks/us/utilities/nyse-nfg/national-fuel-gas,NFG, ($47.35)
/stocks/us/utilities/nyse-ora/ormat-technologies,ORA, ($12.41)
/stocks/us/utilities/nyse-ida/idacorp,IDA, ($80.06)
/stocks/us/utilities/nyse-bipc/brookfield-infrastructure,BIPC, ($46.76)
/stocks/us/utilities/nyse-swx/southwest-gas-holdings,SWX, ($121.36)
/stocks/us/utilities/nyse-ogs/one-gas,OGS, ($1079.12)
/stocks/us/utilities/nyse-bkh/black-hills,BKH, ($62.59)
/stocks/us/utilities/nyse-njr/new-jersey-resources,NJR, ($40.63)
/stocks/us/utilities/nyse-he/hawaiian-electric-industries,HE, ($37.45)
/stocks/us/utilities/nyse-sji/south-jersey-industries,SJI, ($52.47)
/stocks/us/utilities/nyse-por/portland-general-electric,POR, ($31.12)
/stocks/us/utilities/nyse-pnm/pnm-resources,PNM, ($36.61)
/stocks/us/utilities/nyse-sr/spire,SR, ($72.8)
/stocks/us/utilities/nyse-awr/american-states-water,AWR, ($42.61)
/stocks/us/utilities/nyse-ale/allete,ALE, ($60.47)
/stocks/us/utilities/nyse-cwt/california-water-service-group,CWT, ($28.02)
/stocks/us/utilities/nasdaq-ay/atlantica-sustainable-infrastructure,AY, ($80.55)
/stocks/us/utilities/nasdaq-nwe/northwestern,NWE, ($63.4)
/stocks/us/utilities/nyse-ava/avista,AVA, ($40.14)
/stocks/us/utilities/nyse-nova/sunnova-energy-international,NOVA, ($20.31)
/stocks/us/utilities/nasdaq-rnw/renew-energy-global,RNW, ($58.66)
/stocks/us/utilities/nasdaq-mgee/mge-energy,MGEE, ($40.71)
/stocks/us/utilities/nasdaq-ottr/otter-tail,OTTR, ($43.88)
/stocks/us/utilities/nyse-sjw/sjw-group,SJW, ($34.72)
/stocks/us/utilities/nyse-cpk/chesapeake-utilities,CPK, ($57.98)
/stocks/us/utilities/nyse-nwn/northwest-natural-holding,NWN, ($48.15)
/stocks/us/utilities/nasdaq-mntk/montauk-renewables,MNTK, ($20.5)
/stocks/us/utilities/nasdaq-msex/middlesex-water,MSEX, ($30.46)
/stocks/us/utilities/nyse-amps/altus-power,AMPS,
/stocks/us/utilities/nyse-utl/unitil,UTL, ($39.61)
/stocks/us/utilities/nasdaq-yorw/york-water,YORW, ($19)
/stocks/us/utilities/nasdaq-artn.a/artesian-resources,ARTN.A, ($27.13)
/stocks/us/utilities/nyse-azre/azure-power-global,AZRE,
/stocks/us/utilities/nyse-mic/macquarie-infrastructure-holdings,MIC,
/stocks/us/utilities/nasdaq-gwrs/global-water-resources,GWRS, ($84.14)
/stocks/us/utilities/nasdaq-cwco/consolidated-water,CWCO, ($44.95)
/stocks/us/utilities/nasdaq-via/via-renewables,VIA, ($9.52)
/stocks/us/utilities/nyse-gne/genie-energy,GNE, ($653.21)
/stocks/us/utilities/nysemkt-ello/ellomay-capital,ELLO,
/stocks/us/utilities/nasdaq-rgco/rgc-resources,RGCO, ($19.01)
/stocks/us/utilities/nasdaq-pcyo/pure-cycle,PCYO,
/stocks/us/utilities/nasdaq-cdzi/cadiz,CDZI,
/stocks/us/utilities/nasdaq-wave/eco-wave-power-global,WAVE,
/stocks/us/utilities/nasdaq-vvpr/vivopower-international,VVPR,
