href,ticker,fair_value
/stocks/us/retail/nasdaq-amzn/amazoncom,AMZN, ($244.96)
/stocks/us/retail/nyse-hd/home-depot,HD, ($321.48)
/stocks/us/retail/nyse-baba/alibaba-group-holding,BABA, ($148.11)
/stocks/us/retail/nyse-low/lowes-companies,LOW, ($299.91)
/stocks/us/retail/nyse-tjx/tjx-companies,TJX, ($62.76)
/stocks/us/retail/nasdaq-pdd/pinduoduo,PDD, ($83.08)
/stocks/us/retail/nyse-tgt/target,TGT, ($250.26)
/stocks/us/retail/nasdaq-jd/jdcom,JD, ($94.05)
/stocks/us/retail/nyse-dg/dollar-general,DG, ($278.57)
/stocks/us/retail/nasdaq-orly/oreilly-automotive,ORLY, ($736.16)
/stocks/us/retail/nasdaq-meli/mercadolibre,MELI, ($1013.1)
/stocks/us/retail/nyse-azo/autozone,AZO, ($2714.92)
/stocks/us/retail/nasdaq-dltr/dollar-tree,DLTR, ($126.64)
/stocks/us/retail/nyse-cpng/coupang,CPNG, ($27.6)
/stocks/us/retail/nasdaq-rost/ross-stores,ROST, ($140.94)
/stocks/us/retail/nasdaq-ebay/ebay,EBAY, ($90.49)
/stocks/us/retail/nyse-gpc/genuine-parts,GPC, ($143.12)
/stocks/us/retail/nyse-dash/doordash,DASH, ($38.97)
/stocks/us/retail/nasdaq-tsco/tractor-supply,TSCO, ($209.36)
/stocks/us/retail/nasdaq-ulta/ulta-beauty,ULTA, ($469.31)
/stocks/us/retail/nyse-chwy/chewy,CHWY, ($46.95)
/stocks/us/retail/nyse-bby/best-buy,BBY, ($154.13)
/stocks/us/retail/nasdaq-etsy/etsy,ETSY, ($208.74)
/stocks/us/retail/nasdaq-lkq/lkq,LKQ, ($74.08)
/stocks/us/retail/nasdaq-pool/pool,POOL, ($315.43)
/stocks/us/retail/nyse-kmx/carmax,KMX, ($133.42)
/stocks/us/retail/nyse-aap/advance-auto-parts,AAP, ($265.81)
/stocks/us/retail/nyse-burl/burlington-stores,BURL, ($21.36)
/stocks/us/retail/nyse-wsm/williams-sonoma,WSM, ($258.51)
/stocks/us/retail/nyse-pag/penske-automotive-group,PAG, ($136.23)
/stocks/us/retail/nyse-fnd/floor-decor-holdings,FND,
/stocks/us/retail/nyse-dks/dicks-sporting-goods,DKS, ($154.86)
/stocks/us/retail/nasdaq-five/five-below,FIVE, ($141.89)
/stocks/us/retail/nyse-bbwi/bath-body-works,BBWI, ($18.92)
/stocks/us/retail/nyse-gme/gamestop,GME,
/stocks/us/retail/nyse-rh/rh,RH, ($590.99)
/stocks/us/retail/nyse-lad/lithia-motors,LAD, ($494.8)
/stocks/us/retail/nyse-musa/murphy-usa,MUSA, ($326.94)
/stocks/us/retail/nyse-dds/dillards,DDS, ($47.3)
/stocks/us/retail/nyse-an/autonation,AN, ($204.91)
/stocks/us/retail/nyse-m/macys,M, ($27.1)
/stocks/us/retail/nyse-vips/vipshop-holdings,VIPS, ($27.31)
/stocks/us/retail/nyse-gps/gap,GPS, ($89.3)
/stocks/us/retail/nyse-w/wayfair,W, ($168.51)
/stocks/us/retail/nyse-abg/asbury-automotive-group,ABG, ($398.93)
/stocks/us/retail/nyse-ftch/farfetch,FTCH, ($17.72)
/stocks/us/retail/nasdaq-glbe/global-e-online,GLBE, ($22.9)
/stocks/us/retail/nyse-kss/kohls,KSS, ($59.9)
/stocks/us/retail/nyse-jwn/nordstrom,JWN, ($28.18)
/stocks/us/retail/nasdaq-eye/national-vision-holdings,EYE, ($30.92)
/stocks/us/retail/nyse-fl/foot-locker,FL, ($28.68)
/stocks/us/retail/nyse-sig/signet-jewelers,SIG, ($70.98)
/stocks/us/retail/nasdaq-woof/petco-health-and-wellness,WOOF, ($1.3)
/stocks/us/retail/nasdaq-lesl/leslies,LESL, ($21.48)
/stocks/us/retail/nyse-gpi/group-1-automotive,GPI, ($272.21)
/stocks/us/retail/nyse-cwh/camping-world-holdings,CWH, ($41.68)
/stocks/us/retail/nasdaq-urbn/urban-outfitters,URBN, ($90.16)
/stocks/us/retail/nyse-aeo/american-eagle-outfitters,AEO, ($23.84)
/stocks/us/retail/nyse-mnso/miniso-group-holding,MNSO, ($17.42)
/stocks/us/retail/nasdaq-xmtr/xometry,XMTR, ($24.94)
/stocks/us/retail/nasdaq-odp/odp,ODP, ($6.9)
/stocks/us/retail/nyse-bke/buckle,BKE, ($49.84)
/stocks/us/retail/nyse-sah/sonic-automotive,SAH, ($16.76)
/stocks/us/retail/nyse-ssu/signa-sports-united,SSU, ($13.28)
/stocks/us/retail/nyse-boot/boot-barn-holdings,BOOT, ($53.08)
/stocks/us/retail/nyse-rvlv/revolve-group,RVLV, ($31.3)
/stocks/us/retail/nasdaq-evgo/evgo,EVGO,
/stocks/us/retail/nyse-wrby/warby-parker,WRBY, ($9.52)
/stocks/us/retail/nyse-cvna/carvana,CVNA, ($88.04)
/stocks/us/retail/nasdaq-seat/vivid-seats,SEAT, ($22.77)
/stocks/us/retail/nasdaq-mnro/monro,MNRO, ($83.69)
/stocks/us/retail/nasdaq-posh/poshmark,POSH, ($37.53)
/stocks/us/retail/nyse-sbh/sally-beauty-holdings,SBH, ($24.19)
/stocks/us/retail/nyse-fvrr/fiverr-international,FVRR, ($33.28)
/stocks/us/retail/nasdaq-rcii/rent-a-center,RCII, ($46.02)
/stocks/us/retail/nasdaq-arhs/arhaus,ARHS, ($1.84)
/stocks/us/retail/nasdaq-ostk/overstockcom,OSTK, ($42.75)
/stocks/us/retail/nasdaq-arko/arko,ARKO, ($10.35)
/stocks/us/retail/nasdaq-frg/franchise-group,FRG, ($234.52)
/stocks/us/retail/nyse-ges/guess,GES, ($28.84)
/stocks/us/retail/nyse-dbi/designer-brands,DBI, ($22.11)
/stocks/us/retail/nyse-cal/caleres,CAL, ($70.8)
/stocks/us/retail/nyse-anf/abercrombie-fitch,ANF, ($30.44)
/stocks/us/retail/nyse-myte/myt-netherlands-parent-bv,MYTE, ($7.33)
/stocks/us/retail/nasdaq-dada/dada-nexus,DADA, ($15.47)
/stocks/us/retail/nasdaq-wina/winmark,WINA, ($258.51)
/stocks/us/retail/nyse-chs/chicos-fas,CHS, ($20.53)
/stocks/us/retail/nasdaq-hibb/hibbett,HIBB, ($107.75)
/stocks/us/retail/nasdaq-ta/travelcenters-of-america,TA, ($0.73)
/stocks/us/retail/nasdaq-qrte.a/qurate-retail,QRTE.A, ($0.53)
/stocks/us/retail/nyse-hzo/marinemax,HZO, ($116.57)
/stocks/us/retail/nasdaq-brlt/brilliant-earth-group,BRLT, ($15.35)
/stocks/us/retail/nyse-allg/allego,ALLG, ($4.81)
/stocks/us/retail/nasdaq-scvl/shoe-carnival,SCVL, ($24.26)
/stocks/us/retail/nasdaq-snbr/sleep-number,SNBR, ($66.03)
/stocks/us/retail/nasdaq-lqdt/liquidity-services,LQDT, ($37.1)
/stocks/us/retail/nasdaq-negg/newegg-commerce,NEGG,
/stocks/us/retail/nyse-gco/genesco,GCO,
/stocks/us/retail/nasdaq-flws/1-800-flowerscom,FLWS, ($15.63)
/stocks/us/retail/nyse-big/big-lots,BIG, ($28.21)
/stocks/us/retail/nasdaq-onew/onewater-marine,ONEW, ($131.79)
/stocks/us/retail/nyse-hvt/haverty-furniture-companies,HVT, ($49.46)
/stocks/us/retail/nasdaq-fnko/funko,FNKO, ($24.98)
/stocks/us/retail/nasdaq-wish/contextlogic,WISH, ($8.25)
/stocks/us/retail/nasdaq-plce/childrens-place,PLCE, ($36.87)
/stocks/us/retail/nasdaq-sfix/stitch-fix,SFIX, ($5.49)
/stocks/us/retail/nyse-curv/torrid-holdings,CURV, ($20.79)
/stocks/us/retail/nasdaq-zumz/zumiez,ZUMZ, ($5.85)
/stocks/us/retail/nasdaq-crmt/americas-car-mart,CRMT, ($0.1)
/stocks/us/retail/nasdaq-pets/petmed-express,PETS, ($35.16)
/stocks/us/retail/nyse-jmia/jumia-technologies,JMIA, ($66.9)
/stocks/us/retail/nasdaq-dxlg/destination-xl-group,DXLG, ($17.09)
/stocks/us/retail/nyse-rere/atrenew,RERE, ($4.92)
/stocks/us/retail/nasdaq-spwh/sportsmans-warehouse-holdings,SPWH, ($11.75)
/stocks/us/retail/nasdaq-le/lands-end,LE, ($8.41)
/stocks/us/retail/nyse-cang/cango,CANG,
/stocks/us/retail/nyse-aan/aarons,AAN, ($7.01)
/stocks/us/retail/nasdaq-bbby/bed-bath-beyond,BBBY,
/stocks/us/retail/nyse-quot/quotient-technology,QUOT,
/stocks/us/retail/nasdaq-grwg/growgeneration,GRWG, ($21.55)
/stocks/us/retail/nyse-bark/bark,BARK,
/stocks/us/retail/nasdaq-grpn/groupon,GRPN, ($22.42)
/stocks/us/retail/nyse-tlys/tillys,TLYS, ($18.79)
/stocks/us/retail/nasdaq-dlth/duluth-holdings,DLTH,
/stocks/us/retail/nyse-czoo/cazoo-group,CZOO,
/stocks/us/retail/nasdaq-bgfv/big-5-sporting-goods,BGFV, ($15.85)
