Judy Hong
James Watson
Kaumil S. Gajrawala
Stephen R. Powers
John Faucher
Kaumil Gajrawala
Thomas Mullarkey
Eric Serotta
Rob Ottenstein
Q Unidentified Analyst
Lauren R. Lieberman
Kandy Anand
Karen Lamark
David Dunnewald
Amit Sharma
Frederic Landtmeters
Stewart F. Glendinning
Mark D. Swartzberg
Brian D. Goldner
Chris Carey
Eric Serotta 
Judy E. Hong
Bryan Spillane
Bryan Spillane 
Dara W. Mohsenian
Wendy Nicholson
S. F. Glendinning
Unidentified Analyst
Unidentified Company Representative
David Perkins
Bill Kirk
Robert Ottenstein
Gavin D.K. Hattersley
Operator
Greg Tierney
Pat Palozzi
James C. Watson
Sean King
John A. Faucher
Dara Mohsenian
Michael Steib
Nadine Sarwat
Priya OhriGupta
Dave Dunnewald
Tracey Joubert 
Andrea Teixeira
David Heede
Mark R. Hunter
Tristan Van Strien
Mark Hunter
Andrea F. Teixeira
William Kirk
Laurent Grandet
Drew Levine
Mark David Swartzberg
Gerald Pascarelli
Ian Shackleton
Andrew Holland
Bonnie Herzog
Andrew T. Molson
Pablo Zuanic
Lauren Lieberman
Brett Cooper
Bryan D. Spillane
Tracey I. Joubert
Mauricio Restrepo Pinto
Gavin Hattersley
Jesse Reinherz
Robert E. Ottenstein
Steve Powers
Eunjoo Hong
Nadine Sarwat 
Tom Long
Christopher Carey
Jeffrey Farmer
Christopher Michael Pitcher
Tristan van Strien
Hiroshi Saji
Stephen Robert Powers
Tracey Joubert
Vivien Azer
Drew Levine 
Simon Cox
Stewart Glendinning
Peter S. Swinburn
John E. Cleghorn
Mark Swartzberg
Jeffrey D. Farmer
Krishnan Anand
Robert Bronstein
Gavin D. Hattersley
S. Glendinning
Peter Grom
Carlos A. LaBoy
Gavin. Hattersley
Peter Swinburn
Unknown Executive
Mauricio Restrepo
Kevin Grundy
Fred Landtmeters
Stephen Powers
Christine Farkas
